Flight Date,Airline,Airline IATA,Flight Number,Departure Airport,Departure IATA,Departure Scheduled,Departure Actual,Departure Delay,Arrival Airport,Arrival IATA,Arrival Scheduled,Arrival Actual,Arrival Delay,Flight Status,Aircraft,Departure Hour,Day of Week,Is Delayed,Route
2026-04-30,ITA Airways,AZ,895.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Saudia,SV,6317.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Brussels Airlines,SN,4202.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Lufthansa,LH,5231.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,AirSERBIA,JU,7262.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Bulgaria Air,FB,1750.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Etihad Airways,EY,2854.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Air Canada,AC,9889.0,Cairo International Airport,CAI,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,Leonardo Da Vinci (Fiumicino),FCO,2026-04-30 07:10:00+00:00,2026-04-30T07:10:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FCO
2026-04-30,Air Cairo,SM,501.0,Cairo International Airport,CAI,2026-04-30 03:30:00+00:00,2026-04-30T03:30:00+00:00,0.0,Sharjah,SHJ,2026-04-30 09:00:00+00:00,2026-04-30T09:00:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → SHJ
2026-04-30,Nile Air,NP,141.0,Cairo International Airport,CAI,2026-04-30 03:30:00+00:00,2026-04-30T03:30:00+00:00,0.0,Jazan,GIZ,2026-04-30 07:30:00+00:00,2026-04-30T07:30:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → GIZ
2026-04-30,Lufthansa,LH,8291.0,Cairo International Airport,CAI,2026-04-30 03:20:00+00:00,2026-04-30T03:20:00+00:00,0.0,Frankfurt International Airport,FRA,2026-04-30 07:30:00+00:00,2026-04-30T07:30:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → FRA
2026-04-30,Air Arabia Abu Dhabi,3L,425.0,Cairo International Airport,CAI,2026-04-30 03:10:00+00:00,2026-04-30T03:10:00+00:00,0.0,Abu Dhabi International,AUH,2026-04-30 08:50:00+00:00,2026-04-30T08:50:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → AUH
2026-04-30,Air France,AF,551.0,Cairo International Airport,CAI,2026-04-30 03:05:00+00:00,2026-04-30T03:05:00+00:00,0.0,Charles De Gaulle,CDG,2026-04-30 07:45:00+00:00,2026-04-30T07:45:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → CDG
2026-04-30,KLM,KL,2361.0,Cairo International Airport,CAI,2026-04-30 03:05:00+00:00,2026-04-30T03:05:00+00:00,0.0,Charles De Gaulle,CDG,2026-04-30 07:45:00+00:00,2026-04-30T07:45:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → CDG
2026-04-30,Delta Air Lines,DL,8203.0,Cairo International Airport,CAI,2026-04-30 03:05:00+00:00,2026-04-30T03:05:00+00:00,0.0,Charles De Gaulle,CDG,2026-04-30 07:45:00+00:00,2026-04-30T07:45:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → CDG
2026-04-30,Tarco Air,3T,117.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,Port Sudan,PZU,2026-04-30 05:30:00+00:00,2026-04-30T05:30:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → PZU
2026-04-30,euroairlines,Q4,7567.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,Port Sudan,PZU,2026-04-30 05:30:00+00:00,2026-04-30T05:30:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → PZU
2026-04-30,Badr Airlines,J4,685.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,Port Sudan,PZU,2026-04-30 05:00:00+00:00,2026-04-30T05:00:00+00:00,0.0,scheduled,,3,Thursday,False,CAI → PZU
2026-04-30,Aegean Airlines,A3,931.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,"Athens International Airport ""Eleftherios Venizelos""",ATH,2026-04-30 06:00:00+00:00,2026-04-30T06:15:00+00:00,15.0,scheduled,,3,Thursday,False,CAI → ATH
2026-04-30,Egyptair,MS,9231.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,"Athens International Airport ""Eleftherios Venizelos""",ATH,2026-04-30 06:00:00+00:00,2026-04-30T06:15:00+00:00,15.0,scheduled,,3,Thursday,False,CAI → ATH
2026-04-30,AirSERBIA,JU,7621.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,"Athens International Airport ""Eleftherios Venizelos""",ATH,2026-04-30 06:00:00+00:00,2026-04-30T06:15:00+00:00,15.0,scheduled,,3,Thursday,False,CAI → ATH
2026-04-30,Ethiopian Airlines,ET,1808.0,Cairo International Airport,CAI,2026-04-30 03:00:00+00:00,2026-04-30T03:00:00+00:00,0.0,"Athens International Airport ""Eleftherios Venizelos""",ATH,2026-04-30 06:00:00+00:00,2026-04-30T06:15:00+00:00,15.0,scheduled,,3,Thursday,False,CAI → ATH
2026-04-30,Air Cairo,SM,477.0,Cairo International Airport,CAI,2026-04-30 02:55:00+00:00,2026-04-30T02:55:00+00:00,0.0,King Abdulaziz International,JED,2026-04-30 06:05:00+00:00,2026-04-30T06:05:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → JED
2026-04-30,Lufthansa,LH,587.0,Cairo International Airport,CAI,2026-04-30 02:55:00+00:00,2026-04-30T02:55:00+00:00,0.0,Franz Josef Strauss,MUC,2026-04-30 07:00:00+00:00,2026-04-30T07:15:00+00:00,15.0,scheduled,,2,Thursday,False,CAI → MUC
2026-04-30,Egyptair,MS,9010.0,Cairo International Airport,CAI,2026-04-30 02:55:00+00:00,2026-04-30T02:55:00+00:00,0.0,Franz Josef Strauss,MUC,2026-04-30 07:00:00+00:00,2026-04-30T07:15:00+00:00,15.0,scheduled,,2,Thursday,False,CAI → MUC
2026-04-30,Air Canada,AC,9003.0,Cairo International Airport,CAI,2026-04-30 02:55:00+00:00,2026-04-30T02:55:00+00:00,0.0,Franz Josef Strauss,MUC,2026-04-30 07:00:00+00:00,2026-04-30T07:15:00+00:00,15.0,scheduled,,2,Thursday,False,CAI → MUC
2026-04-30,Ethiopian Airlines,ET,453.0,Cairo International Airport,CAI,2026-04-30 02:20:00+00:00,2026-04-30T02:20:00+00:00,0.0,Bole International,ADD,2026-04-30 07:05:00+00:00,2026-04-30T07:05:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → ADD
2026-04-30,Egyptair,MS,9462.0,Cairo International Airport,CAI,2026-04-30 02:20:00+00:00,2026-04-30T02:20:00+00:00,0.0,Bole International,ADD,2026-04-30 07:05:00+00:00,2026-04-30T07:05:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → ADD
2026-04-30,LOT,LO,148.0,Cairo International Airport,CAI,2026-04-30 02:10:00+00:00,2026-04-30T02:10:00+00:00,0.0,Frederic Chopin,WAW,2026-04-30 06:10:00+00:00,2026-04-30T06:25:00+00:00,15.0,scheduled,,2,Thursday,False,CAI → WAW
2026-04-30,Egyptair,MS,9520.0,Cairo International Airport,CAI,2026-04-30 02:10:00+00:00,2026-04-30T02:10:00+00:00,0.0,Frederic Chopin,WAW,2026-04-30 06:10:00+00:00,2026-04-30T06:25:00+00:00,15.0,scheduled,,2,Thursday,False,CAI → WAW
2026-04-30,Qatar Airways,QR,1306.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,RwandAir,WB,1513.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,Malaysia Airlines,MH,4157.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,Cathay Pacific,CX,9286.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,LATAM Airlines,LA,7432.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,Japan Airlines,JL,7992.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,Virgin Australia,VA,6286.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,Doha International,DOH,2026-04-30 06:35:00+00:00,2026-04-30T06:35:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → DOH
2026-04-30,Nesma Airlines,NE,160.0,Cairo International Airport,CAI,2026-04-30 02:05:00+00:00,2026-04-30T02:05:00+00:00,0.0,King Khaled International,RUH,2026-04-30 05:45:00+00:00,2026-04-30T05:45:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → RUH
2026-04-30,Air Cairo,SM,443.0,Cairo International Airport,CAI,2026-04-30 02:01:00+00:00,2026-04-30T02:01:00+00:00,0.0,Abha,AHB,2026-04-30 05:50:00+00:00,2026-04-30T05:50:00+00:00,0.0,scheduled,,2,Thursday,False,CAI → AHB
2026-04-30,Egyptair,MS,995.0,Cairo International Airport,CAI,2026-04-30 01:55:00+00:00,2026-04-30T01:55:00+00:00,0.0,Lester B. Pearson International,YYZ,2026-04-30 07:25:00+00:00,2026-04-30T07:35:00+00:00,10.0,scheduled,,1,Thursday,False,CAI → YYZ
2026-04-30,AJet,VF,248.0,Cairo International Airport,CAI,2026-04-30 01:40:00+00:00,2026-04-30T01:40:00+00:00,0.0,Sabiha Gokcen,SAW,2026-04-30 04:55:00+00:00,2026-04-30T04:55:00+00:00,0.0,scheduled,,1,Thursday,False,CAI → SAW
2026-04-30,Air Arabia,G9,621.0,Cairo International Airport,CAI,2026-04-30 01:20:00+00:00,2026-04-30T01:20:00+00:00,0.0,Sharjah,SHJ,2026-04-30 07:15:00+00:00,2026-04-30T07:15:00+00:00,0.0,scheduled,,1,Thursday,False,CAI → SHJ
2026-04-30,Turkish Airlines,TK,687.0,Cairo International Airport,CAI,2026-04-30 01:15:00+00:00,2026-04-30T01:15:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 04:35:00+00:00,2026-04-30T04:35:00+00:00,0.0,scheduled,,1,Thursday,False,CAI → IST
2026-04-30,Egyptair,MS,9367.0,Cairo International Airport,CAI,2026-04-30 01:15:00+00:00,2026-04-30T01:15:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 04:35:00+00:00,2026-04-30T04:35:00+00:00,0.0,scheduled,,1,Thursday,False,CAI → IST
2026-04-30,LOT,LO,4652.0,Cairo International Airport,CAI,2026-04-30 01:15:00+00:00,2026-04-30T01:15:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 04:35:00+00:00,2026-04-30T04:35:00+00:00,0.0,scheduled,,1,Thursday,False,CAI → IST
2026-04-30,Egyptair,MS,739.0,Cairo International Airport,CAI,2026-04-30 00:25:00+00:00,2026-04-30T00:25:00+00:00,0.0,Queen Alia International,AMM,2026-04-30 02:40:00+00:00,2026-04-30T02:40:00+00:00,0.0,scheduled,,0,Thursday,False,CAI → AMM
2026-04-30,Air Canada,AC,2853.0,Cairo International Airport,CAI,2026-04-30 00:25:00+00:00,2026-04-30T00:25:00+00:00,0.0,Queen Alia International,AMM,2026-04-30 02:40:00+00:00,2026-04-30T02:40:00+00:00,0.0,scheduled,,0,Thursday,False,CAI → AMM
2026-04-30,flynas,XY,568.0,Cairo International Airport,CAI,2026-04-30 00:15:00+00:00,2026-04-30T00:15:00+00:00,0.0,King Abdulaziz International,JED,2026-04-30 03:40:00+00:00,2026-04-30T03:40:00+00:00,0.0,scheduled,,0,Thursday,False,CAI → JED
2026-04-29,Air Arabia,G9,432.0,Cairo International Airport,CAI,2026-04-29 20:30:00+00:00,2026-04-29T20:29:00+00:00,-1.0,Abu Dhabi International,AUH,2026-04-30 02:10:00+00:00,2026-04-30T02:10:00+00:00,0.0,active,,20,Wednesday,False,CAI → AUH
2026-04-29,Air Cairo,SM,10.0,Cairo International Airport,CAI,2026-04-29 17:00:00+00:00,2026-04-29T18:15:00+00:00,75.0,Sharm el-Sheikh International Airport,SSH,2026-04-29 18:30:00+00:00,2026-04-29T18:30:00+00:00,0.0,scheduled,,17,Wednesday,False,CAI → SSH
2026-04-29,Egyptair,MS,635.0,Cairo International Airport,CAI,2026-04-29 23:40:00+00:00,2026-04-29T23:40:00+00:00,0.0,Erbil International (irbil Northwest),EBL,2026-04-30 03:01:00+00:00,2026-04-30T03:01:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → EBL
2026-04-29,Saudia,SV,320.0,Cairo International Airport,CAI,2026-04-29 23:35:00+00:00,2026-04-29T23:35:00+00:00,0.0,King Khaled International,RUH,2026-04-30 03:20:00+00:00,2026-04-30T03:55:00+00:00,35.0,scheduled,,23,Wednesday,False,CAI → RUH
2026-04-29,Malaysia Airlines,MH,4797.0,Cairo International Airport,CAI,2026-04-29 23:35:00+00:00,2026-04-29T23:35:00+00:00,0.0,King Khaled International,RUH,2026-04-30 03:20:00+00:00,2026-04-30T03:55:00+00:00,35.0,scheduled,,23,Wednesday,False,CAI → RUH
2026-04-29,Air France,AF,9246.0,Cairo International Airport,CAI,2026-04-29 23:35:00+00:00,2026-04-29T23:35:00+00:00,0.0,King Khaled International,RUH,2026-04-30 03:20:00+00:00,2026-04-30T03:55:00+00:00,35.0,scheduled,,23,Wednesday,False,CAI → RUH
2026-04-29,Egyptair,MS,851.0,Cairo International Airport,CAI,2026-04-29 23:35:00+00:00,2026-04-29T23:35:00+00:00,0.0,Bole International,ADD,2026-04-30 04:15:00+00:00,2026-04-30T04:15:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → ADD
2026-04-29,Ethiopian Airlines,ET,1451.0,Cairo International Airport,CAI,2026-04-29 23:35:00+00:00,2026-04-29T23:35:00+00:00,0.0,Bole International,ADD,2026-04-30 04:15:00+00:00,2026-04-30T04:15:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → ADD
2026-04-29,Egyptair,MS,745.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 02:50:00+00:00,2026-04-30T02:50:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → IST
2026-04-29,Turkish Airlines,TK,7887.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 02:50:00+00:00,2026-04-30T03:05:00+00:00,15.0,scheduled,,23,Wednesday,False,CAI → IST
2026-04-29,Ethiopian Airlines,ET,1474.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Istanbul Airport,IST,2026-04-30 02:50:00+00:00,2026-04-30T03:05:00+00:00,15.0,scheduled,,23,Wednesday,False,CAI → IST
2026-04-29,Egyptair,MS,663.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,King Abdulaziz International,JED,2026-04-30 02:40:00+00:00,2026-04-30T02:40:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → JED
2026-04-29,Egyptair,MS,612.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Kuwait International,KWI,2026-04-30 03:15:00+00:00,2026-04-30T03:15:00+00:00,0.0,cancelled,,23,Wednesday,False,CAI → KWI
2026-04-29,Egyptair,MS,60.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Oman Air,WY,5469.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Turkish Airlines,TK,8460.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Air Cairo,SM,8060.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Etihad Airways,EY,4914.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Air Canada,AC,2864.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Luxor,LXR,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → LXR
2026-04-29,Egyptair,MS,42.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Hurghada,HRG,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → HRG
2026-04-29,Air Cairo,SM,8042.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Hurghada,HRG,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → HRG
2026-04-29,Etihad Airways,EY,4991.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Hurghada,HRG,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → HRG
2026-04-29,Air Canada,AC,2882.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Hurghada,HRG,2026-04-30 00:30:00+00:00,2026-04-30T00:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → HRG
2026-04-29,Egyptair,MS,20.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Sharm el-Sheikh International Airport,SSH,2026-04-30 00:45:00+00:00,2026-04-30T00:45:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → SSH
2026-04-29,Air Cairo,SM,8020.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Sharm el-Sheikh International Airport,SSH,2026-04-30 00:45:00+00:00,2026-04-30T00:45:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → SSH
2026-04-29,Etihad Airways,EY,5378.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Sharm el-Sheikh International Airport,SSH,2026-04-30 00:45:00+00:00,2026-04-30T00:45:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → SSH
2026-04-29,Air Canada,AC,2859.0,Cairo International Airport,CAI,2026-04-29 23:30:00+00:00,2026-04-29T23:30:00+00:00,0.0,Sharm el-Sheikh International Airport,SSH,2026-04-30 00:45:00+00:00,2026-04-30T00:45:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → SSH
2026-04-29,Egyptair,MS,981.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Washington Dulles International,IAD,2026-04-30 05:10:00+00:00,2026-04-30T05:20:00+00:00,10.0,scheduled,,23,Wednesday,False,CAI → IAD
2026-04-29,Egyptair,MS,951.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Shanghai Pudong International,PVG,2026-04-30 15:55:00+00:00,2026-04-30T15:55:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → PVG
2026-04-29,Air China,CA,5086.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Shanghai Pudong International,PVG,2026-04-30 15:55:00+00:00,2026-04-30T15:55:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → PVG
2026-04-29,Egyptair,MS,958.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Guangzhou Baiyun International,CAN,2026-04-30 15:30:00+00:00,2026-04-30T15:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → CAN
2026-04-29,Shenzhen Airlines,ZH,3552.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Guangzhou Baiyun International,CAN,2026-04-30 15:30:00+00:00,2026-04-30T15:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → CAN
2026-04-29,Air China,CA,5084.0,Cairo International Airport,CAI,2026-04-29 23:20:00+00:00,2026-04-29T23:20:00+00:00,0.0,Guangzhou Baiyun International,CAN,2026-04-30 15:30:00+00:00,2026-04-30T15:30:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → CAN
2026-04-29,Vueling,VY,1595.0,Cairo International Airport,CAI,2026-04-29 23:10:00+00:00,2026-04-29T23:10:00+00:00,0.0,El Prat De Llobregat,BCN,2026-04-30 03:45:00+00:00,2026-04-30T03:45:00+00:00,0.0,scheduled,,23,Wednesday,False,CAI → BCN
2026-04-29,Miami Air International,LL,5104.0,Cairo International Airport,CAI,2026-04-29 23:10:00+00:00,2026-04-29T23:10:00+00:00,0.0,El Prat De Llobregat,BCN,2026-04-30 03:45:00+00:00,2026-04-30T04:00:00+00:00,15.0,scheduled,,23,Wednesday,False,CAI → BCN
2026-04-29,Iberia,IB,5357.0,Cairo International Airport,CAI,2026-04-29 23:10:00+00:00,2026-04-29T23:10:00+00:00,0.0,El Prat De Llobregat,BCN,2026-04-30 03:45:00+00:00,2026-04-30T04:00:00+00:00,15.0,scheduled,,23,Wednesday,False,CAI → BCN
2026-04-29,flynas,XY,895.0,Cairo International Airport,CAI,2026-04-29 22:55:00+00:00,2026-04-29T22:55:00+00:00,0.0,King Fahd International Airport,DMM,2026-04-30 02:50:00+00:00,2026-04-30T02:50:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → DMM
2026-04-29,Egyptair,MS,849.0,Cairo International Airport,CAI,2026-04-29 22:55:00+00:00,2026-04-29T22:55:00+00:00,0.0,Jomo Kenyatta International,NBO,2026-04-30 04:55:00+00:00,2026-04-30T04:55:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → NBO
2026-04-29,Kenya Airways,KQ,4701.0,Cairo International Airport,CAI,2026-04-29 22:55:00+00:00,2026-04-29T22:55:00+00:00,0.0,Jomo Kenyatta International,NBO,2026-04-30 04:55:00+00:00,2026-04-30T04:55:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → NBO
2026-04-29,Etihad Airways,EY,4934.0,Cairo International Airport,CAI,2026-04-29 22:55:00+00:00,2026-04-29T22:55:00+00:00,0.0,Jomo Kenyatta International,NBO,2026-04-30 04:55:00+00:00,2026-04-30T04:55:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → NBO
2026-04-29,Egyptair,MS,811.0,Cairo International Airport,CAI,2026-04-29 22:55:00+00:00,2026-04-29T22:55:00+00:00,0.0,Tabuk,TUU,2026-04-30 01:25:00+00:00,2026-04-30T01:25:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → TUU
2026-04-29,Egyptair,MS,916.0,Cairo International Airport,CAI,2026-04-29 22:40:00+00:00,2026-04-29T22:40:00+00:00,0.0,Abu Dhabi International,AUH,2026-04-30 04:05:00+00:00,2026-04-30T04:05:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → AUH
2026-04-29,Etihad Airways,EY,4904.0,Cairo International Airport,CAI,2026-04-29 22:40:00+00:00,2026-04-29T22:40:00+00:00,0.0,Abu Dhabi International,AUH,2026-04-30 04:05:00+00:00,2026-04-30T04:05:00+00:00,0.0,active,,22,Wednesday,False,CAI → AUH
2026-04-29,Air Arabia Egypt,E5,585.0,Cairo International Airport,CAI,2026-04-29 22:35:00+00:00,2026-04-29T22:35:00+00:00,0.0,Jazan,GIZ,2026-04-30 02:35:00+00:00,2026-04-30T02:35:00+00:00,0.0,active,,22,Wednesday,False,CAI → GIZ
2026-04-29,flynas,XY,590.0,Cairo International Airport,CAI,2026-04-29 22:25:00+00:00,2026-04-29T22:25:00+00:00,0.0,King Abdulaziz International,JED,2026-04-30 01:50:00+00:00,2026-04-30T01:50:00+00:00,0.0,scheduled,,22,Wednesday,False,CAI → JED
