Flight Date,Airline,Airline IATA,Flight Number,Departure Airport,Departure IATA,Departure Scheduled,Departure Actual,Departure Delay,Arrival Airport,Arrival IATA,Arrival Scheduled,Arrival Actual,Arrival Delay,Flight Status,Aircraft,Departure Hour,Day of Week,Is Delayed,Route
2026-04-28,AirSERBIA,JU,8192,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,2026-04-28T08:17:00+00:00,,Gazipasa Airport,GZP,2026-04-28T09:35:00+00:00,2026-04-28T09:18:00+00:00,,landed,,8,Tuesday,False,IST → GZP
2026-04-28,Turkish Airlines,TK,2002,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,2026-04-28T08:27:00+00:00,,Nevsehir,NAV,2026-04-28T09:30:00+00:00,,,active,,8,Tuesday,False,IST → NAV
2026-04-28,All Nippon Airways,NH,9677,Istanbul Airport,IST,2026-04-28T18:55:00+00:00,2026-04-28T19:03:00+00:00,,Nevsehir,NAV,2026-04-28T20:15:00+00:00,2026-04-28T20:05:00+00:00,,landed,,18,Tuesday,False,IST → NAV
2026-04-28,Turkish Airlines,TK,1369,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,2026-04-28T08:25:00+00:00,,Malta International,MLA,2026-04-28T09:45:00+00:00,2026-04-28T09:26:00+00:00,,landed,,8,Tuesday,False,IST → MLA
2026-04-28,Air Malta,KM,2961,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,2026-04-28T08:25:00+00:00,,Malta International,MLA,2026-04-28T09:45:00+00:00,2026-04-28T09:26:00+00:00,,landed,,8,Tuesday,False,IST → MLA
2026-04-28,IndiGo,6E,4233,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,2026-04-28T08:25:00+00:00,,Malta International,MLA,2026-04-28T09:45:00+00:00,2026-04-28T09:26:00+00:00,,landed,,8,Tuesday,False,IST → MLA
2026-04-28,Turkish Airlines,TK,401,Istanbul Airport,IST,2026-04-28T08:10:00+00:00,,,Pulkovo,LED,2026-04-28T11:55:00+00:00,,,,,8,Tuesday,False,IST → LED
2026-04-28,Egyptair,MS,9667,Istanbul Airport,IST,2026-04-28T07:30:00+00:00,2026-04-28T07:44:00+00:00,,Sofia,SOF,2026-04-28T08:45:00+00:00,2026-04-28T08:37:00+00:00,,landed,,7,Tuesday,False,IST → SOF
2026-04-28,IndiGo,6E,4123,Istanbul Airport,IST,2026-04-28T07:30:00+00:00,2026-04-28T07:44:00+00:00,,Sofia,SOF,2026-04-28T08:45:00+00:00,2026-04-28T08:37:00+00:00,,landed,,7,Tuesday,False,IST → SOF
2026-04-28,IndiGo,6E,4127,Istanbul Airport,IST,2026-04-28T07:30:00+00:00,2026-04-28T07:41:00+00:00,,Varna,VAR,2026-04-28T08:30:00+00:00,2026-04-28T08:21:00+00:00,,landed,,7,Tuesday,False,IST → VAR
2026-04-28,Malaysia Airlines,MH,4345,Istanbul Airport,IST,2026-04-28T07:20:00+00:00,2026-04-28T07:45:00+00:00,,Macedonia International,SKG,2026-04-28T08:45:00+00:00,2026-04-28T08:38:00+00:00,,landed,,7,Tuesday,False,IST → SKG
2026-04-28,Gulf Air,GF,6065,Istanbul Airport,IST,2026-04-28T07:20:00+00:00,2026-04-28T07:45:00+00:00,,Macedonia International,SKG,2026-04-28T08:45:00+00:00,2026-04-28T08:38:00+00:00,,landed,,7,Tuesday,False,IST → SKG
2026-04-28,Turkish Airlines,TK,661,Istanbul Airport,IST,2026-04-28T08:05:00+00:00,2026-04-28T08:23:00+00:00,,Carthage,TUN,2026-04-28T09:00:00+00:00,2026-04-28T08:51:00+00:00,,landed,,8,Tuesday,False,IST → TUN
2026-04-28,Turkish Airlines,TK,2312,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:23:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T09:10:00+00:00,2026-04-28T09:10:00+00:00,,landed,,8,Tuesday,False,IST → ADB
2026-04-28,All Nippon Airways,NH,9671,Istanbul Airport,IST,2026-04-28T19:00:00+00:00,2026-04-28T19:18:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T20:15:00+00:00,2026-04-28T20:05:00+00:00,,landed,,19,Tuesday,False,IST → ADB
2026-04-28,Malaysia Airlines,MH,4278,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:23:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T09:10:00+00:00,2026-04-28T09:10:00+00:00,,landed,,8,Tuesday,False,IST → ADB
2026-04-28,AirSERBIA,JU,8035,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:23:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T09:10:00+00:00,2026-04-28T09:10:00+00:00,,landed,,8,Tuesday,False,IST → ADB
2026-04-28,Royal Air Maroc,AT,9429,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:23:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T09:10:00+00:00,2026-04-28T09:10:00+00:00,,landed,,8,Tuesday,False,IST → ADB
2026-04-28,Air Algerie,AH,3944,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:23:00+00:00,,Adnan Menderes Airport,ADB,2026-04-28T09:10:00+00:00,2026-04-28T09:10:00+00:00,,landed,,8,Tuesday,False,IST → ADB
2026-04-28,Turkish Airlines,TK,2126,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:06:00+00:00,,Esenboga International,ESB,2026-04-28T09:10:00+00:00,2026-04-28T08:50:00+00:00,,landed,,8,Tuesday,False,IST → ESB
2026-04-28,Thai Airways,TG,9300,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:06:00+00:00,,Esenboga International,ESB,2026-04-28T09:10:00+00:00,2026-04-28T08:50:00+00:00,,landed,,8,Tuesday,False,IST → ESB
2026-04-28,Air New Zealand,NZ,4892,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:06:00+00:00,,Esenboga International,ESB,2026-04-28T09:10:00+00:00,2026-04-28T08:50:00+00:00,,landed,,8,Tuesday,False,IST → ESB
2026-04-28,Royal Air Maroc,AT,9439,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:06:00+00:00,,Esenboga International,ESB,2026-04-28T09:10:00+00:00,2026-04-28T08:50:00+00:00,,landed,,8,Tuesday,False,IST → ESB
2026-04-28,Turkish Airlines,TK,1883,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:20:00+00:00,,Vienna International,VIE,2026-04-28T09:15:00+00:00,2026-04-28T09:08:00+00:00,,landed,,8,Tuesday,False,IST → VIE
2026-04-28,Thai Airways,TG,9050,Istanbul Airport,IST,2026-04-28T08:00:00+00:00,2026-04-28T08:20:00+00:00,,Vienna International,VIE,2026-04-28T09:15:00+00:00,2026-04-28T09:08:00+00:00,,landed,,8,Tuesday,False,IST → VIE
