iata_code,date,temp_max,temp_min,precipitation,wind_speed
BLQ,2023-01-07,10.5,5.2,0.0,7.3
BLQ,2023-01-08,14.4,5.2,2.0,15.5
BLQ,2023-01-09,10.9,6.7,15.6,19.1
BLQ,2023-01-10,12.6,3.3,0.0,23.5
DBV,2023-01-01,14.9,8.8,0.0,5.4
DBV,2023-01-02,14.5,8.2,0.0,5.8
DBV,2023-01-03,14.0,8.2,0.0,8.8
DBV,2023-01-04,14.4,7.1,0.0,6.1
DBV,2023-01-05,12.9,6.8,0.0,8.5
DBV,2023-01-06,13.8,7.0,0.0,7.2
DBV,2023-01-07,13.9,7.4,0.0,6.9
DBV,2023-01-08,12.6,6.5,0.1,20.1
DBV,2023-01-09,12.1,10.5,42.2,36.5
DBV,2023-01-10,12.7,6.2,8.8,18.2
CGK,2023-01-01,28.7,21.9,33.0,14.2
CGK,2023-01-02,28.5,22.0,12.9,17.1
CGK,2023-01-03,25.8,22.3,19.9,13.1
CGK,2023-01-04,29.1,21.9,16.7,15.6
CGK,2023-01-05,30.0,22.5,1.0,15.9
CGK,2023-01-06,31.0,24.3,0.4,21.3
CGK,2023-01-07,31.0,23.6,5.7,20.7
CGK,2023-01-08,30.0,24.0,4.3,17.4
CGK,2023-01-09,30.3,24.5,1.7,15.1
CGK,2023-01-10,31.0,24.4,0.3,17.7
LCA,2023-01-01,18.2,11.5,0.0,19.4
LCA,2023-01-02,19.1,12.8,0.0,20.2
LCA,2023-01-03,18.7,12.4,0.0,18.6
LCA,2023-01-04,20.6,10.7,0.0,20.8
LCA,2023-01-05,18.2,7.9,0.0,16.9
LCA,2023-01-06,19.5,10.7,0.0,14.0
LCA,2023-01-07,19.3,12.7,0.1,15.5
LCA,2023-01-08,18.5,12.2,0.2,15.2
LCA,2023-01-09,17.4,11.3,0.0,21.7
LCA,2023-01-10,17.1,9.3,0.0,11.4
BEG,2023-01-01,16.2,4.3,0.0,9.3
BEG,2023-01-02,15.3,3.7,0.0,9.1
BEG,2023-01-03,13.1,4.2,0.0,11.9
BEG,2023-01-04,10.2,4.0,0.0,8.4
BEG,2023-01-05,11.8,2.8,0.1,14.0
BEG,2023-01-06,12.8,5.1,0.0,14.7
BEG,2023-01-07,12.4,3.4,0.0,10.1
BEG,2023-01-08,13.6,2.3,0.0,13.6
BEG,2023-01-09,10.9,5.8,6.9,29.4
BEG,2023-01-10,10.3,5.1,6.5,28.4
RAK,2023-01-01,23.1,8.1,0.0,9.5
RAK,2023-01-02,22.5,7.2,0.0,11.5
RAK,2023-01-03,22.6,6.4,0.0,9.4
RAK,2023-01-04,22.0,6.7,0.0,8.0
RAK,2023-01-05,21.9,6.1,0.0,11.7
RAK,2023-01-06,21.5,5.6,0.0,10.6
RAK,2023-01-07,20.9,7.6,0.0,9.7
RAK,2023-01-08,21.5,5.1,0.0,10.0
RAK,2023-01-09,22.2,6.3,0.0,10.5
RAK,2023-01-10,23.3,8.0,0.0,9.2
MRS,2023-01-01,16.1,12.8,0.0,27.2
MRS,2023-01-02,16.4,11.4,0.0,22.4
MRS,2023-01-03,14.1,9.0,0.5,11.8
MRS,2023-01-04,12.1,7.4,0.0,13.8
MRS,2023-01-05,16.1,7.9,0.0,22.1
MRS,2023-01-06,13.9,7.2,0.1,11.2
MRS,2023-01-07,14.5,10.0,0.8,25.6
MRS,2023-01-08,13.6,10.4,3.3,30.6
MRS,2023-01-09,12.1,8.4,0.9,39.4
MRS,2023-01-10,11.6,6.6,0.0,33.4
ZAG,2023-01-01,16.4,9.2,0.0,21.1
ZAG,2023-01-02,15.7,8.2,0.0,20.0
ZAG,2023-01-03,13.9,5.2,1.2,11.7
ZAG,2023-01-04,11.6,4.9,0.2,8.8
ZAG,2023-01-05,13.8,3.9,0.0,17.2
ZAG,2023-01-06,11.3,2.8,0.0,9.4
ZAG,2023-01-07,9.6,0.6,0.0,12.9
ZAG,2023-01-08,14.3,4.6,0.0,26.9
ZAG,2023-01-09,13.1,6.3,21.8,28.2
ZAG,2023-01-10,10.5,4.2,6.3,22.9
BOG,2023-01-01,17.0,7.8,4.5,9.7
BOG,2023-01-02,17.2,9.6,4.6,8.2
BOG,2023-01-03,17.2,7.8,6.3,15.8
BOG,2023-01-04,16.3,6.7,1.0,13.5
BOG,2023-01-05,17.7,8.6,4.5,12.0
BOG,2023-01-06,18.5,6.9,0.4,10.3
BOG,2023-01-07,16.3,10.3,2.2,8.9
BOG,2023-01-08,17.2,9.8,1.1,12.0
BOG,2023-01-09,17.5,7.2,3.2,11.9
BOG,2023-01-10,16.7,8.5,12.9,10.4
SAW,2023-01-01,13.8,5.5,0.0,12.0
SAW,2023-01-02,10.8,2.7,0.0,8.9
SAW,2023-01-03,10.6,2.2,0.0,10.1
SAW,2023-01-04,11.1,3.2,0.1,12.6
SAW,2023-01-05,11.3,6.3,0.0,11.0
SAW,2023-01-06,11.9,6.4,0.6,18.1
SAW,2023-01-07,12.1,5.1,0.0,7.4
SAW,2023-01-08,11.1,2.5,0.0,11.6
SAW,2023-01-09,10.5,2.1,0.0,15.3
SAW,2023-01-10,14.5,5.5,1.8,20.9
NAP,2023-01-01,17.1,7.6,0.0,6.6
NAP,2023-01-02,17.1,8.6,0.0,7.8
NAP,2023-01-03,16.6,8.9,0.7,7.4
NAP,2023-01-04,17.4,7.3,0.0,8.2
NAP,2023-01-05,16.3,6.4,0.5,13.2
NAP,2023-01-06,16.1,8.1,0.0,6.7
NAP,2023-01-07,16.4,5.0,0.3,8.0
NAP,2023-01-08,15.9,8.0,1.6,14.5
NAP,2023-01-09,16.2,12.6,10.8,37.6
NAP,2023-01-10,12.8,5.3,4.2,16.2
TLS,2023-01-01,15.7,11.2,0.0,28.6
TLS,2023-01-02,13.2,10.2,0.3,30.2
TLS,2023-01-03,11.9,5.5,0.0,7.9
TLS,2023-01-04,10.0,5.7,0.0,6.1
TLS,2023-01-05,13.0,3.9,0.0,10.3
TLS,2023-01-06,11.8,4.7,0.0,7.4
TLS,2023-01-07,14.1,5.3,0.0,23.1
TLS,2023-01-08,11.6,8.3,6.3,24.3
TLS,2023-01-09,9.9,7.4,7.5,30.2
TLS,2023-01-10,13.7,6.1,0.2,19.9
HAN,2023-01-01,20.4,10.1,0.0,11.2
HAN,2023-01-02,19.3,11.1,0.2,12.0
HAN,2023-01-03,19.9,14.5,0.0,11.3
HAN,2023-01-04,22.5,14.9,0.0,9.4
HAN,2023-01-05,21.7,13.4,0.0,10.8
HAN,2023-01-06,24.5,15.8,0.0,21.7
HAN,2023-01-07,21.9,11.3,0.0,12.8
HAN,2023-01-08,22.5,12.6,0.0,12.6
HAN,2023-01-09,22.0,15.0,0.0,7.1
HAN,2023-01-10,21.2,16.5,3.6,9.4
VLC,2023-01-01,17.9,6.6,0.0,11.5
VLC,2023-01-02,18.5,5.6,0.0,9.7
VLC,2023-01-03,17.2,8.7,0.0,9.2
VLC,2023-01-04,16.6,6.5,0.0,8.7
VLC,2023-01-05,16.6,4.5,0.0,10.0
VLC,2023-01-06,16.5,4.3,0.0,9.8
VLC,2023-01-07,17.0,4.0,0.0,17.2
VLC,2023-01-08,21.0,8.6,2.3,24.4
VLC,2023-01-09,21.2,10.9,0.0,21.0
VLC,2023-01-10,19.8,8.3,0.0,14.1
GOT,2023-01-01,5.8,1.7,6.2,17.9
GOT,2023-01-02,5.6,3.7,13.4,17.0
GOT,2023-01-03,3.5,-3.2,3.6,12.5
GOT,2023-01-04,2.6,0.6,19.9,22.0
GOT,2023-01-05,3.5,-1.4,8.6,19.9
GOT,2023-01-06,2.2,-1.9,12.6,33.1
GOT,2023-01-07,5.8,2.6,3.9,16.4
GOT,2023-01-08,5.9,4.6,4.1,20.9
GOT,2023-01-09,5.3,3.5,2.8,15.3
GOT,2023-01-10,4.7,2.6,0.0,19.2
TLL,2023-01-01,5.5,-0.8,0.4,23.3
TLL,2023-01-02,0.1,-2.7,1.8,19.5
TLL,2023-01-03,0.7,-2.7,14.7,21.3
TLL,2023-01-04,0.3,-6.7,3.3,16.0
TLL,2023-01-05,-4.9,-6.9,1.6,25.4
TLL,2023-01-06,-6.1,-13.9,2.3,16.6
TLL,2023-01-07,-11.2,-14.1,0.0,20.9
TLL,2023-01-08,-4.3,-12.9,1.1,24.8
TLL,2023-01-09,-3.2,-6.1,3.3,24.6
TLL,2023-01-10,2.2,-5.7,4.4,21.9
BER,2023-01-01,16.4,11.8,0.0,30.1
BER,2023-01-02,15.1,9.6,2.3,23.4
BER,2023-01-03,8.9,2.0,0.0,19.2
BER,2023-01-04,10.3,3.5,7.5,31.0
BER,2023-01-05,9.8,6.1,2.8,32.1
BER,2023-01-06,10.2,4.6,0.7,19.7
BER,2023-01-07,10.5,5.8,0.1,15.0
BER,2023-01-08,8.6,5.2,1.5,16.2
BER,2023-01-09,8.3,4.2,3.6,18.9
BER,2023-01-10,7.6,3.2,0.0,17.7
PER,2023-01-01,29.0,16.6,0.0,36.1
PER,2023-01-02,35.1,16.2,0.0,27.4
PER,2023-01-03,35.8,17.8,0.0,28.4
PER,2023-01-04,36.9,18.5,0.0,32.4
PER,2023-01-05,38.3,22.5,0.0,35.4
PER,2023-01-06,31.6,19.1,0.2,40.4
PER,2023-01-07,27.1,14.4,0.0,34.9
PER,2023-01-08,30.4,17.0,0.0,34.9
PER,2023-01-09,38.5,19.0,0.0,29.9
PER,2023-01-10,35.5,19.8,0.0,29.2
DME,2023-01-01,7.4,-0.6,2.6,26.7
DME,2023-01-02,7.2,-5.1,5.6,26.2
DME,2023-01-03,4.6,-5.1,7.4,24.7
DME,2023-01-04,0.9,-5.2,1.6,27.3
DME,2023-01-05,-2.8,-12.8,1.7,20.2
DME,2023-01-06,-14.0,-25.2,0.0,15.8
DME,2023-01-07,-23.4,-25.6,0.0,11.3
DME,2023-01-08,-15.4,-23.6,0.0,11.6
DME,2023-01-09,-16.6,-24.5,0.0,19.0
DME,2023-01-10,-13.1,-20.0,0.1,23.8
PSA,2023-01-01,15.4,9.5,0.0,10.2
PSA,2023-01-02,14.9,9.1,0.1,10.6
PSA,2023-01-03,15.1,9.2,0.3,12.3
PSA,2023-01-04,15.6,8.4,11.9,8.1
PSA,2023-01-05,14.6,7.1,0.2,11.4
PSA,2023-01-06,13.1,5.2,0.0,10.6
PSA,2023-01-07,10.6,5.4,3.1,10.3
PSA,2023-01-08,14.6,7.9,20.0,23.3
PSA,2023-01-09,14.1,6.8,13.1,26.9
PSA,2023-01-10,14.4,1.1,0.0,11.1
SNN,2023-01-01,6.9,3.3,0.2,11.4
SNN,2023-01-02,7.3,-0.6,0.0,25.9
SNN,2023-01-03,13.1,7.6,13.1,33.1
SNN,2023-01-04,12.2,9.9,1.4,31.4
SNN,2023-01-05,12.5,7.5,4.9,28.0
SNN,2023-01-06,10.7,6.0,6.2,24.5
SNN,2023-01-07,8.1,5.7,2.8,38.2
SNN,2023-01-08,8.5,4.6,1.2,30.9
SNN,2023-01-09,7.9,5.5,4.5,30.8
SNN,2023-01-10,13.3,5.9,27.2,33.2
LUX,2023-01-01,13.2,10.8,4.4,26.2
LUX,2023-01-02,11.6,5.8,6.3,21.5
LUX,2023-01-03,7.7,5.2,0.2,17.3
LUX,2023-01-04,10.4,5.2,4.2,30.0
LUX,2023-01-05,10.7,8.1,2.6,30.1
LUX,2023-01-06,9.9,8.4,0.6,20.9
LUX,2023-01-07,9.8,4.9,0.4,25.0
LUX,2023-01-08,9.1,6.4,10.0,26.3
LUX,2023-01-09,7.2,3.8,11.3,29.9
LUX,2023-01-10,6.2,1.2,2.3,25.0
SOF,2023-01-01,10.6,4.0,0.0,5.8
SOF,2023-01-02,10.6,2.8,0.0,6.4
SOF,2023-01-03,12.4,0.9,0.0,13.0
SOF,2023-01-04,8.1,0.5,0.0,16.6
SOF,2023-01-05,12.4,1.2,0.0,12.1
SOF,2023-01-06,10.4,1.1,0.0,22.6
SOF,2023-01-07,9.9,-0.1,0.0,10.4
SOF,2023-01-08,8.4,-2.0,0.0,11.9
SOF,2023-01-09,5.2,-2.1,0.0,16.5
SOF,2023-01-10,4.8,0.3,16.0,15.6
SVQ,2023-01-01,18.6,7.2,0.0,12.5
SVQ,2023-01-02,16.0,10.4,9.2,12.9
SVQ,2023-01-03,17.1,8.9,0.0,9.0
SVQ,2023-01-04,18.0,9.3,0.0,13.2
SVQ,2023-01-05,17.6,8.7,0.0,13.0
SVQ,2023-01-06,15.9,6.1,0.0,9.2
SVQ,2023-01-07,14.1,6.4,0.9,13.7
SVQ,2023-01-08,18.0,13.4,3.8,26.7
SVQ,2023-01-09,18.8,12.3,0.4,14.0
SVQ,2023-01-10,17.4,9.7,0.0,9.2
LYS,2023-01-01,16.1,12.4,0.0,35.7
LYS,2023-01-02,14.3,10.2,8.1,37.2
LYS,2023-01-03,11.2,4.2,3.2,9.4
LYS,2023-01-04,10.1,3.0,0.0,6.3
LYS,2023-01-05,11.2,6.8,0.9,10.8
LYS,2023-01-06,11.1,4.6,0.1,9.3
LYS,2023-01-07,13.0,3.5,0.0,33.0
LYS,2023-01-08,11.7,10.2,14.2,32.3
LYS,2023-01-09,10.1,3.3,10.4,25.1
LYS,2023-01-10,8.6,0.2,0.2,10.7
LED,2023-01-01,3.8,-2.2,1.1,22.5
LED,2023-01-02,-0.6,-3.2,0.0,24.2
LED,2023-01-03,-3.2,-5.2,4.6,19.8
LED,2023-01-04,-3.0,-8.6,2.7,12.4
LED,2023-01-05,-8.2,-15.8,0.0,16.3
LED,2023-01-06,-8.9,-17.3,0.7,10.6
LED,2023-01-07,-10.1,-16.5,0.0,12.9
LED,2023-01-08,-13.6,-20.5,0.0,22.5
LED,2023-01-09,-7.9,-13.2,0.6,29.0
LED,2023-01-10,-0.9,-10.0,2.0,28.4
CMN,2023-01-01,22.9,8.6,0.0,9.4
CMN,2023-01-02,22.2,6.8,0.2,13.6
CMN,2023-01-03,19.6,10.6,0.0,19.3
CMN,2023-01-04,19.7,9.8,0.0,11.2
CMN,2023-01-05,21.4,8.1,0.0,10.2
CMN,2023-01-06,19.0,10.9,0.0,9.4
CMN,2023-01-07,19.8,10.1,0.0,11.2
CMN,2023-01-08,20.2,8.9,0.0,12.6
CMN,2023-01-09,18.7,11.9,0.9,10.8
CMN,2023-01-10,20.4,9.7,0.0,16.2
NUE,2023-01-01,15.2,8.6,0.0,17.1
NUE,2023-01-02,14.8,7.2,0.0,17.0
NUE,2023-01-03,8.3,1.4,0.0,12.6
NUE,2023-01-04,9.2,1.0,1.8,24.6
NUE,2023-01-05,10.3,7.3,1.9,29.7
NUE,2023-01-06,10.6,7.9,0.5,19.4
NUE,2023-01-07,9.8,2.8,0.0,12.7
NUE,2023-01-08,9.4,1.9,1.1,13.3
NUE,2023-01-09,6.8,4.2,10.5,21.8
NUE,2023-01-10,5.2,1.2,0.4,17.0
SPU,2023-01-01,16.2,8.7,0.0,4.8
SPU,2023-01-02,15.5,8.2,0.0,8.2
SPU,2023-01-03,15.0,8.1,0.0,8.9
SPU,2023-01-04,16.3,9.2,0.0,11.8
SPU,2023-01-05,13.3,8.8,1.0,10.2
SPU,2023-01-06,15.1,6.6,0.0,8.3
SPU,2023-01-07,14.8,6.3,0.0,9.0
SPU,2023-01-08,11.9,8.1,2.8,18.4
SPU,2023-01-09,13.2,11.2,66.6,30.0
SPU,2023-01-10,10.7,8.0,3.8,28.3
SZG,2023-01-01,15.4,0.8,0.0,8.3
SZG,2023-01-02,13.2,-0.9,0.0,7.6
SZG,2023-01-03,7.6,2.2,4.6,5.5
SZG,2023-01-04,9.1,-1.5,0.0,7.9
SZG,2023-01-05,10.1,1.4,5.6,18.1
SZG,2023-01-06,11.1,3.2,0.7,8.0
SZG,2023-01-07,8.4,-0.6,0.0,9.3
SZG,2023-01-08,6.8,-2.2,0.0,7.9
SZG,2023-01-09,6.8,-0.9,6.5,13.0
SZG,2023-01-10,4.3,-2.7,4.7,17.3
CAN,2023-01-01,20.5,8.4,0.0,15.4
CAN,2023-01-02,17.5,12.3,1.1,20.8
CAN,2023-01-03,18.1,10.9,0.3,20.1
CAN,2023-01-04,16.7,11.9,0.4,15.8
CAN,2023-01-05,21.6,12.6,0.0,12.1
CAN,2023-01-06,22.3,14.6,0.0,18.8
CAN,2023-01-07,23.4,12.1,0.0,15.7
CAN,2023-01-08,20.2,14.8,6.7,10.5
CAN,2023-01-09,17.3,14.6,11.9,9.7
CAN,2023-01-10,16.9,15.2,6.8,14.7
AMM,2023-01-01,11.1,6.1,0.0,28.1
AMM,2023-01-02,10.9,6.6,2.7,29.7
AMM,2023-01-03,11.9,5.7,1.0,25.2
AMM,2023-01-04,12.9,4.0,0.9,18.1
AMM,2023-01-05,13.9,4.5,0.0,19.5
AMM,2023-01-06,14.2,4.8,0.1,14.8
AMM,2023-01-07,14.4,5.3,0.1,15.6
AMM,2023-01-08,14.7,3.7,0.0,15.3
AMM,2023-01-09,11.6,3.3,0.5,11.6
AMM,2023-01-10,12.6,1.5,0.0,13.7
CMB,2023-01-01,29.5,21.2,0.0,17.4
CMB,2023-01-02,30.1,21.6,0.0,18.2
CMB,2023-01-03,29.5,22.0,0.0,21.0
CMB,2023-01-04,30.0,21.5,0.0,20.4
CMB,2023-01-05,30.0,22.6,0.2,21.0
CMB,2023-01-06,29.3,23.1,7.5,19.8
CMB,2023-01-07,29.4,23.0,10.9,21.0
CMB,2023-01-08,29.6,22.9,0.4,23.0
CMB,2023-01-09,29.9,22.9,0.0,22.4
CMB,2023-01-10,29.0,21.5,0.0,20.5
LJU,2023-01-01,13.2,7.0,0.0,14.8
LJU,2023-01-02,11.4,7.1,0.7,14.7
LJU,2023-01-03,9.2,4.3,0.3,6.2
LJU,2023-01-04,9.3,3.5,0.1,6.5
LJU,2023-01-05,9.8,4.1,0.0,9.7
LJU,2023-01-06,10.1,4.1,0.0,6.6
LJU,2023-01-07,7.8,1.2,0.0,6.6
LJU,2023-01-08,8.1,4.3,2.2,10.6
LJU,2023-01-09,9.6,5.2,17.3,11.1
LJU,2023-01-10,10.1,0.3,0.7,10.6
VNO,2023-01-01,12.1,7.9,2.8,29.9
VNO,2023-01-02,9.3,3.6,7.8,28.6
VNO,2023-01-03,8.9,1.2,4.0,29.9
VNO,2023-01-04,1.0,-0.7,2.1,22.0
VNO,2023-01-05,4.6,-5.6,15.5,23.3
VNO,2023-01-06,-7.8,-14.3,0.0,21.8
VNO,2023-01-07,-6.7,-13.4,1.7,20.5
VNO,2023-01-08,-1.9,-6.7,0.4,25.4
VNO,2023-01-09,-0.3,-3.3,1.6,25.1
VNO,2023-01-10,1.0,-1.1,8.6,22.6
HHN,2023-01-01,12.8,9.9,0.9,27.1
HHN,2023-01-02,12.2,5.4,4.1,24.3
HHN,2023-01-03,6.4,4.0,0.2,17.9
HHN,2023-01-04,9.0,4.1,4.1,32.6
HHN,2023-01-05,9.4,6.5,6.0,31.2
HHN,2023-01-06,8.7,6.7,1.0,22.1
HHN,2023-01-07,8.7,5.5,0.0,21.9
HHN,2023-01-08,8.2,5.2,4.4,23.7
HHN,2023-01-09,6.1,2.1,6.3,25.9
HHN,2023-01-10,4.5,0.2,1.8,24.2
SKG,2023-01-01,14.2,5.5,0.0,10.5
SKG,2023-01-02,13.5,6.3,0.0,7.9
SKG,2023-01-03,13.6,6.2,0.0,9.5
SKG,2023-01-04,14.8,6.1,0.0,14.2
SKG,2023-01-05,13.3,6.3,0.0,8.7
SKG,2023-01-06,15.5,8.2,0.0,25.0
SKG,2023-01-07,13.6,4.2,0.0,11.6
SKG,2023-01-08,12.1,4.6,0.0,7.6
SKG,2023-01-09,13.5,7.7,0.1,23.2
SKG,2023-01-10,13.5,9.6,13.1,28.9
CTA,2023-01-01,17.8,8.8,0.0,10.8
CTA,2023-01-02,17.2,8.4,0.0,9.8
CTA,2023-01-03,19.3,8.6,0.0,14.2
CTA,2023-01-04,17.0,8.6,0.0,11.2
CTA,2023-01-05,17.2,8.4,0.0,11.0
CTA,2023-01-06,17.6,8.2,0.1,12.7
CTA,2023-01-07,17.2,8.9,0.0,10.4
CTA,2023-01-08,17.9,8.6,0.0,14.3
CTA,2023-01-09,18.5,8.9,0.0,25.2
CTA,2023-01-10,14.5,10.8,0.3,40.5
MAA,2023-01-01,29.1,20.4,0.0,13.0
MAA,2023-01-02,28.6,21.3,0.1,10.2
MAA,2023-01-03,28.1,21.6,0.9,17.6
MAA,2023-01-04,28.0,21.3,1.1,16.5
MAA,2023-01-05,28.9,24.6,0.0,21.7
MAA,2023-01-06,28.6,23.8,0.0,24.0
MAA,2023-01-07,28.5,23.2,0.6,21.1
MAA,2023-01-08,27.5,21.6,1.4,18.9
MAA,2023-01-09,27.5,20.3,0.0,17.7
MAA,2023-01-10,28.0,19.5,0.0,17.3
NCL,2023-01-01,8.2,3.9,6.9,21.3
NCL,2023-01-02,4.6,-0.9,0.3,16.9
NCL,2023-01-03,10.6,-1.1,2.0,24.7
NCL,2023-01-04,12.5,8.8,0.1,37.8
NCL,2023-01-05,11.2,7.3,1.8,26.3
NCL,2023-01-06,9.2,7.2,1.0,33.3
NCL,2023-01-07,11.1,6.9,4.3,28.5
NCL,2023-01-08,8.2,2.5,5.4,25.9
NCL,2023-01-09,6.9,4.3,0.3,25.0
NCL,2023-01-10,12.2,3.3,10.9,32.1
MCT,2023-01-01,24.4,16.8,0.0,16.4
MCT,2023-01-02,23.5,17.7,0.0,15.7
MCT,2023-01-03,24.4,17.1,0.0,14.1
MCT,2023-01-04,24.9,17.0,0.0,24.9
MCT,2023-01-05,25.9,16.1,0.0,25.3
MCT,2023-01-06,27.0,17.8,0.0,27.8
MCT,2023-01-07,26.0,18.4,0.0,23.7
MCT,2023-01-08,23.6,18.8,1.4,19.8
MCT,2023-01-09,24.8,19.2,0.1,18.1
MCT,2023-01-10,29.6,19.6,0.0,23.1
TUN,2023-01-01,21.8,5.2,0.0,12.5
TUN,2023-01-02,19.9,10.9,0.0,20.6
TUN,2023-01-03,20.1,7.4,0.0,12.1
TUN,2023-01-04,18.5,6.1,0.0,15.3
TUN,2023-01-05,18.0,10.9,0.9,15.4
TUN,2023-01-06,17.0,9.9,0.8,16.6
TUN,2023-01-07,16.5,8.9,0.4,12.6
TUN,2023-01-08,19.1,7.2,0.0,10.7
TUN,2023-01-09,20.7,8.3,3.2,27.4
TUN,2023-01-10,16.6,11.4,0.1,37.5
EMA,2023-01-01,10.2,7.3,0.7,31.4
EMA,2023-01-02,7.3,1.4,0.1,17.9
EMA,2023-01-03,12.0,0.9,4.0,35.4
EMA,2023-01-04,12.2,9.4,1.7,37.5
EMA,2023-01-05,11.9,7.6,0.1,34.2
EMA,2023-01-06,11.4,6.2,5.0,36.3
EMA,2023-01-07,11.4,6.5,8.0,37.9
EMA,2023-01-08,7.9,3.6,1.0,31.5
EMA,2023-01-09,6.7,3.2,0.0,29.4
EMA,2023-01-10,12.3,3.3,8.3,39.7
BOD,2023-01-01,20.1,9.2,0.0,25.7
BOD,2023-01-02,13.6,7.8,2.5,15.5
BOD,2023-01-03,13.3,3.9,0.0,9.2
BOD,2023-01-04,12.6,3.9,0.0,12.5
BOD,2023-01-05,14.1,7.9,0.7,9.2
BOD,2023-01-06,14.1,5.8,0.0,12.5
BOD,2023-01-07,12.2,5.8,10.7,22.4
BOD,2023-01-08,11.9,9.4,30.0,23.8
BOD,2023-01-09,11.8,8.1,3.0,30.9
BOD,2023-01-10,14.1,9.1,0.3,17.1
BLR,2023-01-01,27.1,13.2,0.0,11.6
BLR,2023-01-02,26.4,14.2,0.0,15.8
BLR,2023-01-03,26.0,14.0,0.0,14.2
BLR,2023-01-04,25.8,16.3,0.0,14.8
BLR,2023-01-05,24.2,16.3,0.1,18.4
BLR,2023-01-06,26.2,14.6,0.0,21.2
BLR,2023-01-07,26.4,14.9,0.0,17.4
BLR,2023-01-08,26.3,15.0,0.0,12.9
BLR,2023-01-09,25.6,13.6,0.0,11.2
BLR,2023-01-10,26.1,11.9,0.0,16.5
HAJ,2023-01-01,17.1,11.4,1.2,31.9
HAJ,2023-01-02,13.1,6.8,12.5,30.3
HAJ,2023-01-03,8.0,3.2,0.2,17.6
HAJ,2023-01-04,11.2,5.0,14.3,34.6
HAJ,2023-01-05,9.9,7.3,3.7,30.3
HAJ,2023-01-06,10.2,7.4,2.7,25.5
HAJ,2023-01-07,10.4,7.2,0.4,19.1
HAJ,2023-01-08,10.6,6.4,1.4,18.3
HAJ,2023-01-09,8.6,4.9,5.0,21.3
HAJ,2023-01-10,7.4,3.7,2.5,23.4
GDN,2023-01-01,15.1,9.1,2.0,38.2
GDN,2023-01-02,11.9,8.0,2.7,33.5
GDN,2023-01-03,7.2,4.1,0.2,35.7
GDN,2023-01-04,8.4,-0.2,6.4,33.1
GDN,2023-01-05,8.1,0.3,3.1,32.4
GDN,2023-01-06,1.2,-2.7,7.4,21.3
GDN,2023-01-07,4.7,2.6,0.0,19.2
GDN,2023-01-08,5.2,2.9,1.9,25.6
GDN,2023-01-09,4.7,2.4,5.3,18.0
GDN,2023-01-10,5.9,3.2,0.0,15.7
PMO,2023-01-01,17.4,10.5,0.0,7.2
PMO,2023-01-02,17.5,11.7,0.0,10.8
PMO,2023-01-03,18.1,11.0,0.0,13.4
PMO,2023-01-04,16.3,10.9,0.0,11.1
PMO,2023-01-05,15.1,10.4,0.0,9.0
PMO,2023-01-06,15.5,11.2,0.2,10.1
PMO,2023-01-07,15.3,10.4,0.1,8.0
PMO,2023-01-08,16.6,11.4,0.0,16.3
PMO,2023-01-09,16.4,12.7,8.8,32.6
PMO,2023-01-10,14.7,11.1,20.9,47.1
HRG,2023-01-01,22.5,13.4,0.0,23.1
HRG,2023-01-02,22.4,14.7,0.0,18.6
HRG,2023-01-03,23.2,13.9,0.0,19.8
HRG,2023-01-04,21.9,14.3,0.0,29.0
HRG,2023-01-05,21.2,13.6,0.0,28.8
HRG,2023-01-06,21.5,13.4,0.0,22.9
HRG,2023-01-07,21.5,13.6,0.0,23.3
HRG,2023-01-08,22.0,13.2,0.0,20.1
HRG,2023-01-09,21.5,12.8,0.0,31.1
HRG,2023-01-10,20.2,12.7,0.0,21.0
ADD,2023-01-01,20.0,7.4,0.7,19.5
ADD,2023-01-02,20.0,8.4,1.6,22.1
ADD,2023-01-03,20.0,8.6,0.0,21.3
ADD,2023-01-04,20.9,5.6,0.0,20.7
ADD,2023-01-05,22.2,7.9,0.0,18.0
ADD,2023-01-06,21.9,8.3,0.0,16.9
ADD,2023-01-07,21.5,7.2,0.0,14.7
ADD,2023-01-08,21.6,7.1,0.0,14.4
ADD,2023-01-09,22.0,8.4,0.0,11.9
ADD,2023-01-10,22.4,8.9,0.0,17.8
BAH,2023-01-01,20.6,17.0,0.0,27.2
BAH,2023-01-02,18.0,15.1,13.4,30.5
BAH,2023-01-03,18.7,14.7,0.4,22.2
BAH,2023-01-04,19.8,15.8,6.4,20.7
BAH,2023-01-05,19.6,16.7,18.6,29.8
BAH,2023-01-06,17.5,15.0,29.5,22.3
BAH,2023-01-07,18.2,14.6,5.2,23.4
BAH,2023-01-08,18.1,13.9,0.0,21.4
BAH,2023-01-09,19.0,13.7,0.0,20.0
BAH,2023-01-10,18.9,14.1,4.5,35.9
JTR,2023-01-01,17.4,14.4,0.0,24.5
JTR,2023-01-02,16.9,13.1,0.0,19.1
JTR,2023-01-03,15.4,10.8,0.0,14.8
JTR,2023-01-04,16.1,10.9,0.0,22.9
JTR,2023-01-05,16.9,14.1,0.0,26.9
JTR,2023-01-06,17.5,13.6,0.2,15.6
JTR,2023-01-07,17.8,13.1,0.0,20.9
JTR,2023-01-08,16.5,13.5,0.0,23.5
JTR,2023-01-09,16.3,12.4,0.0,19.9
JTR,2023-01-10,18.5,14.8,5.0,42.8
