iata_code,date,temp_max,temp_min,precipitation,wind_speed
ORY,2023-01-01,15.3,11.6,1.7,30.6
ORY,2023-01-02,15.4,6.5,7.8,29.4
ORY,2023-01-03,9.5,5.3,0.8,26.3
ORY,2023-01-04,12.6,9.2,4.6,28.6
ORY,2023-01-05,13.4,11.1,0.3,22.9
ORY,2023-01-06,12.6,9.4,0.0,25.0
ORY,2023-01-07,10.9,5.8,0.8,29.3
ORY,2023-01-08,10.4,7.9,7.0,26.4
ORY,2023-01-09,7.8,5.2,2.7,30.2
ORY,2023-01-10,11.4,3.6,3.0,27.2
KUL,2023-01-01,31.0,22.4,0.0,7.5
KUL,2023-01-02,30.8,22.2,0.0,8.2
KUL,2023-01-03,30.2,22.6,13.6,13.6
KUL,2023-01-04,29.8,22.2,4.3,10.8
KUL,2023-01-05,29.6,22.5,3.2,9.5
KUL,2023-01-06,30.0,22.2,8.6,10.5
KUL,2023-01-07,28.5,22.4,15.8,15.7
KUL,2023-01-08,28.0,22.8,10.2,13.2
KUL,2023-01-09,29.5,22.4,3.4,10.6
KUL,2023-01-10,29.8,22.5,3.4,12.3
DUS,2023-01-01,16.2,11.1,3.3,28.9
DUS,2023-01-02,12.9,7.3,11.8,24.9
DUS,2023-01-03,9.1,4.2,1.5,18.8
DUS,2023-01-04,11.4,5.8,8.5,30.9
DUS,2023-01-05,10.5,8.8,3.6,23.7
DUS,2023-01-06,10.9,9.3,2.1,22.2
DUS,2023-01-07,11.0,7.9,0.5,24.6
DUS,2023-01-08,10.2,6.3,2.2,22.1
DUS,2023-01-09,8.3,5.2,9.6,26.0
DUS,2023-01-10,7.8,2.8,4.7,26.2
LTN,2023-01-01,10.9,7.8,6.6,31.6
LTN,2023-01-02,7.6,1.4,0.4,16.2
LTN,2023-01-03,11.8,0.9,5.9,34.9
LTN,2023-01-04,12.1,9.1,0.6,36.8
LTN,2023-01-05,11.9,8.0,0.1,31.0
LTN,2023-01-06,11.1,5.8,2.4,31.1
LTN,2023-01-07,11.0,6.3,6.8,36.0
LTN,2023-01-08,7.7,3.5,1.0,31.1
LTN,2023-01-09,7.2,3.5,0.5,26.1
LTN,2023-01-10,11.9,3.0,7.0,35.9
VCE,2023-01-01,10.4,6.2,0.0,9.1
VCE,2023-01-02,9.7,7.7,0.0,9.2
VCE,2023-01-03,10.6,8.1,0.3,6.3
VCE,2023-01-04,11.9,6.1,0.7,11.2
VCE,2023-01-05,9.9,5.6,0.0,12.2
VCE,2023-01-06,9.7,4.9,0.0,7.4
VCE,2023-01-07,9.9,6.1,0.0,12.7
VCE,2023-01-08,8.4,5.7,8.0,16.8
VCE,2023-01-09,12.1,6.3,19.0,18.5
VCE,2023-01-10,12.2,3.1,0.0,17.6
WAW,2023-01-01,16.6,10.6,0.0,27.0
WAW,2023-01-02,12.6,8.0,0.0,19.3
WAW,2023-01-03,10.6,2.8,0.0,24.1
WAW,2023-01-04,6.6,-1.5,3.3,26.4
WAW,2023-01-05,8.4,3.0,10.9,29.1
WAW,2023-01-06,2.5,-1.3,5.6,25.6
WAW,2023-01-07,5.6,1.5,0.1,12.4
WAW,2023-01-08,4.9,2.0,0.0,23.8
WAW,2023-01-09,6.9,2.7,2.6,18.7
WAW,2023-01-10,5.7,1.2,1.4,12.4
MEX,2023-01-01,20.5,6.7,0.0,19.1
MEX,2023-01-02,21.2,6.1,0.0,22.7
MEX,2023-01-03,22.3,6.1,0.0,9.2
MEX,2023-01-04,22.8,6.8,0.0,20.0
MEX,2023-01-05,22.1,8.4,0.0,23.1
MEX,2023-01-06,21.8,6.8,0.0,15.2
MEX,2023-01-07,22.4,7.3,0.0,10.2
MEX,2023-01-08,22.5,5.7,0.0,20.0
MEX,2023-01-09,21.6,8.0,0.0,15.2
MEX,2023-01-10,20.0,7.3,0.0,19.3
ICN,2023-01-01,1.8,-4.7,0.0,18.1
ICN,2023-01-02,-1.8,-7.5,0.0,16.4
ICN,2023-01-03,-1.1,-8.8,0.0,11.9
ICN,2023-01-04,1.7,-6.9,0.0,10.3
ICN,2023-01-05,3.2,-7.2,0.0,9.0
ICN,2023-01-06,5.0,-5.9,6.4,17.8
ICN,2023-01-07,4.0,-4.1,0.1,19.3
ICN,2023-01-08,4.8,-5.9,0.0,10.0
ICN,2023-01-09,4.6,-3.2,0.0,18.4
ICN,2023-01-10,5.2,-6.3,0.0,10.6
PMI,2023-01-01,20.4,10.2,0.0,8.7
PMI,2023-01-02,18.5,10.1,0.0,8.9
PMI,2023-01-03,17.5,7.9,0.0,7.3
PMI,2023-01-04,16.2,7.8,0.0,8.9
PMI,2023-01-05,16.8,7.2,0.0,9.8
PMI,2023-01-06,16.4,8.7,0.0,16.8
PMI,2023-01-07,16.6,12.4,0.0,24.1
PMI,2023-01-08,16.9,13.9,0.2,33.7
PMI,2023-01-09,17.7,13.8,0.1,33.2
PMI,2023-01-10,16.2,10.8,0.0,17.4
AGP,2023-01-01,17.8,10.2,0.0,7.5
AGP,2023-01-02,17.9,9.5,0.3,5.7
AGP,2023-01-03,17.4,11.1,0.0,11.7
AGP,2023-01-04,16.7,10.4,1.0,14.1
AGP,2023-01-05,16.1,11.1,0.0,12.8
AGP,2023-01-06,16.4,8.8,0.0,9.9
AGP,2023-01-07,18.9,7.3,0.0,14.4
AGP,2023-01-08,18.2,9.8,0.1,13.4
AGP,2023-01-09,20.8,12.4,0.0,15.0
AGP,2023-01-10,19.7,12.9,0.0,16.9
NCE,2023-01-01,15.9,10.4,0.4,10.8
NCE,2023-01-02,15.8,8.6,0.0,9.4
NCE,2023-01-03,15.9,10.4,0.8,9.0
NCE,2023-01-04,15.4,7.9,0.5,9.7
NCE,2023-01-05,15.2,8.0,0.0,11.8
NCE,2023-01-06,15.3,7.6,0.0,10.3
NCE,2023-01-07,15.0,8.3,0.2,11.5
NCE,2023-01-08,11.9,9.5,24.5,12.4
NCE,2023-01-09,15.7,10.1,0.3,24.7
NCE,2023-01-10,16.1,6.5,0.0,35.6
DEL,2023-01-01,18.2,6.6,0.0,8.3
DEL,2023-01-02,18.0,5.3,0.0,8.8
DEL,2023-01-03,16.6,5.4,0.0,9.7
DEL,2023-01-04,16.5,4.9,0.0,10.8
DEL,2023-01-05,15.2,4.8,0.0,8.7
DEL,2023-01-06,13.9,4.2,0.0,11.0
DEL,2023-01-07,15.1,3.4,0.0,11.6
DEL,2023-01-08,17.0,4.4,0.0,12.8
DEL,2023-01-09,17.2,5.3,0.0,8.0
DEL,2023-01-10,18.3,6.7,0.0,13.4
PVG,2023-01-01,7.5,1.1,0.7,13.0
PVG,2023-01-02,8.2,5.4,0.5,20.2
PVG,2023-01-03,8.2,2.2,0.0,16.8
PVG,2023-01-04,8.6,-0.1,0.0,13.4
PVG,2023-01-05,9.9,6.6,0.3,16.2
PVG,2023-01-06,13.9,7.0,0.4,19.4
PVG,2023-01-07,12.8,1.2,0.0,13.6
PVG,2023-01-08,14.7,5.8,0.0,21.2
PVG,2023-01-09,12.4,4.7,0.0,24.2
PVG,2023-01-10,10.4,6.8,0.0,21.9
MEL,2023-01-01,32.7,16.2,0.0,28.6
MEL,2023-01-02,27.9,16.2,5.8,37.1
MEL,2023-01-03,18.6,14.4,1.3,24.1
MEL,2023-01-04,15.6,12.6,1.4,33.3
MEL,2023-01-05,19.5,13.2,1.1,26.7
MEL,2023-01-06,24.1,10.1,0.0,19.2
MEL,2023-01-07,28.2,10.4,0.0,16.1
MEL,2023-01-08,30.0,12.8,0.0,12.2
MEL,2023-01-09,27.1,16.9,0.1,22.1
MEL,2023-01-10,23.3,14.8,0.0,19.4
HND,2023-01-01,9.9,-1.0,0.0,20.5
HND,2023-01-02,9.3,2.1,0.0,25.0
HND,2023-01-03,9.2,0.4,0.0,23.3
HND,2023-01-04,8.7,1.3,0.0,26.8
HND,2023-01-05,9.5,1.0,0.0,23.9
HND,2023-01-06,8.6,-0.9,0.0,17.0
HND,2023-01-07,8.4,2.3,0.1,18.4
HND,2023-01-08,10.8,0.5,0.0,19.5
HND,2023-01-09,11.4,1.1,0.0,20.7
HND,2023-01-10,8.8,2.6,0.3,44.4
JNB,2023-01-01,20.4,12.6,10.4,13.6
JNB,2023-01-02,23.1,10.9,0.4,8.4
JNB,2023-01-03,24.0,12.9,0.0,15.0
JNB,2023-01-04,25.1,14.4,0.5,17.6
JNB,2023-01-05,24.9,14.7,12.0,19.3
JNB,2023-01-06,22.5,12.5,11.1,21.6
JNB,2023-01-07,21.0,10.6,0.5,21.5
JNB,2023-01-08,21.0,11.6,1.8,15.9
JNB,2023-01-09,24.2,12.9,0.6,11.3
JNB,2023-01-10,26.6,14.2,0.0,14.1
HAM,2023-01-01,15.6,10.2,0.4,33.3
HAM,2023-01-02,12.2,6.4,5.6,29.8
HAM,2023-01-03,6.8,3.2,0.0,19.0
HAM,2023-01-04,11.1,5.8,19.7,31.5
HAM,2023-01-05,9.1,4.9,0.8,31.4
HAM,2023-01-06,9.8,4.7,4.3,30.3
HAM,2023-01-07,10.4,4.6,0.5,18.9
HAM,2023-01-08,9.8,5.7,4.3,17.3
HAM,2023-01-09,7.4,4.2,4.2,19.6
HAM,2023-01-10,7.1,3.2,0.8,24.8
GLA,2023-01-01,3.0,-2.0,4.7,17.3
GLA,2023-01-02,4.1,-2.8,0.0,12.7
GLA,2023-01-03,10.0,1.3,13.1,25.6
GLA,2023-01-04,10.5,5.4,9.7,32.4
GLA,2023-01-05,10.1,4.8,6.8,28.7
GLA,2023-01-06,8.3,5.8,3.2,33.5
GLA,2023-01-07,9.4,6.3,14.4,28.8
GLA,2023-01-08,7.2,2.3,4.9,29.5
GLA,2023-01-09,5.5,4.1,1.7,21.0
GLA,2023-01-10,11.2,4.2,16.6,34.5
GRU,2023-01-01,26.6,17.1,3.0,13.6
GRU,2023-01-02,27.8,16.2,3.8,15.1
GRU,2023-01-03,26.1,18.7,3.1,24.4
GRU,2023-01-04,26.4,16.6,20.0,24.6
GRU,2023-01-05,19.3,16.2,13.8,18.8
GRU,2023-01-06,19.1,15.6,2.2,20.7
GRU,2023-01-07,19.9,14.9,0.7,20.0
GRU,2023-01-08,21.9,14.6,0.5,17.7
GRU,2023-01-09,23.2,17.1,23.0,15.8
GRU,2023-01-10,24.7,17.8,7.0,17.3
TLV,2023-01-01,19.2,11.7,0.0,28.3
TLV,2023-01-02,16.2,12.2,0.1,23.7
TLV,2023-01-03,20.4,11.4,0.0,23.7
TLV,2023-01-04,19.2,9.1,0.2,14.0
TLV,2023-01-05,19.5,10.4,0.3,14.8
TLV,2023-01-06,16.6,12.4,2.0,13.5
TLV,2023-01-07,18.2,12.2,1.2,13.0
TLV,2023-01-08,18.6,9.1,0.4,11.2
TLV,2023-01-09,18.1,9.1,1.4,11.3
TLV,2023-01-10,18.8,8.1,0.0,8.6
CGN,2023-01-01,15.0,11.4,5.7,24.0
CGN,2023-01-02,12.8,6.6,10.0,23.5
CGN,2023-01-03,9.9,4.4,0.4,16.1
CGN,2023-01-04,11.9,5.8,9.6,29.3
CGN,2023-01-05,10.6,8.8,5.0,25.6
CGN,2023-01-06,11.1,8.4,3.1,19.5
CGN,2023-01-07,10.8,7.5,0.1,22.5
CGN,2023-01-08,10.4,6.8,3.3,23.1
CGN,2023-01-09,8.1,4.9,7.4,22.0
CGN,2023-01-10,7.3,2.4,5.1,24.3
SVO,2023-01-01,5.6,-0.6,4.9,19.6
SVO,2023-01-02,4.2,-5.0,2.9,24.5
SVO,2023-01-03,3.0,-5.3,9.6,21.3
SVO,2023-01-04,0.2,-5.3,2.1,24.7
SVO,2023-01-05,-2.9,-16.6,0.7,17.6
SVO,2023-01-06,-17.6,-24.8,0.0,16.2
SVO,2023-01-07,-22.5,-26.0,0.0,13.0
SVO,2023-01-08,-15.1,-21.8,0.0,14.0
SVO,2023-01-09,-18.5,-22.5,0.0,21.4
SVO,2023-01-10,-12.1,-20.7,1.1,29.6
AKL,2023-01-01,21.3,16.4,0.2,22.5
AKL,2023-01-02,20.2,16.8,1.1,33.4
AKL,2023-01-03,21.6,17.3,0.9,39.7
AKL,2023-01-04,19.9,18.4,19.1,48.6
AKL,2023-01-05,20.3,19.0,27.6,48.2
AKL,2023-01-06,21.3,19.6,7.7,35.2
AKL,2023-01-07,23.0,18.5,12.8,24.7
AKL,2023-01-08,25.7,17.9,9.6,12.2
AKL,2023-01-09,24.2,19.3,4.6,28.1
AKL,2023-01-10,19.7,17.1,34.4,35.9
DOH,2023-01-01,22.9,15.9,0.0,27.5
DOH,2023-01-02,23.1,16.2,1.6,32.8
DOH,2023-01-03,20.5,16.0,13.5,20.2
DOH,2023-01-04,22.4,16.3,0.0,23.5
DOH,2023-01-05,22.6,17.0,3.1,27.8
DOH,2023-01-06,18.9,16.6,30.5,22.3
DOH,2023-01-07,19.9,15.3,41.3,18.7
DOH,2023-01-08,20.1,13.9,0.0,18.9
DOH,2023-01-09,19.3,12.9,0.0,18.8
DOH,2023-01-10,20.2,14.6,1.7,30.8
TPE,2023-01-01,19.6,17.1,0.4,28.2
TPE,2023-01-02,18.5,16.6,2.7,30.4
TPE,2023-01-03,17.2,15.0,0.7,32.9
TPE,2023-01-04,17.8,14.8,0.4,33.2
TPE,2023-01-05,20.5,17.1,0.1,28.5
TPE,2023-01-06,18.0,15.1,2.3,26.5
TPE,2023-01-07,19.0,14.9,0.0,32.2
TPE,2023-01-08,22.9,16.3,0.0,29.2
TPE,2023-01-09,21.9,14.0,0.2,14.5
TPE,2023-01-10,21.3,17.9,1.6,27.9
CAI,2023-01-01,21.1,9.6,0.0,18.8
CAI,2023-01-02,20.8,10.4,0.0,13.9
CAI,2023-01-03,19.9,8.5,0.8,20.1
CAI,2023-01-04,19.4,9.9,0.7,16.3
CAI,2023-01-05,19.0,8.0,0.0,14.1
CAI,2023-01-06,19.6,11.8,0.0,15.8
CAI,2023-01-07,19.5,10.9,0.0,10.5
CAI,2023-01-08,19.4,10.1,6.2,17.3
CAI,2023-01-09,17.1,10.0,2.0,16.1
CAI,2023-01-10,19.1,9.4,0.0,7.6
AUH,2023-01-01,24.4,17.1,0.0,23.0
AUH,2023-01-02,25.6,16.1,0.0,21.8
AUH,2023-01-03,24.9,16.3,0.1,28.0
AUH,2023-01-04,26.2,15.6,0.0,21.9
AUH,2023-01-05,27.4,18.0,0.0,25.8
AUH,2023-01-06,26.5,19.3,0.6,27.4
AUH,2023-01-07,22.7,17.6,1.2,23.1
AUH,2023-01-08,22.8,15.8,0.3,19.3
AUH,2023-01-09,23.8,16.1,0.0,15.9
AUH,2023-01-10,28.5,16.6,0.0,32.8
MLA,2023-01-01,16.8,11.5,0.0,14.2
MLA,2023-01-02,17.2,13.8,0.1,16.5
MLA,2023-01-03,18.4,13.2,0.3,18.1
MLA,2023-01-04,17.1,13.2,0.5,11.5
MLA,2023-01-05,16.7,12.5,0.5,13.4
MLA,2023-01-06,17.0,11.5,0.0,11.8
MLA,2023-01-07,16.3,12.3,0.3,17.8
MLA,2023-01-08,16.9,12.2,0.3,16.9
MLA,2023-01-09,17.6,13.7,2.6,36.7
MLA,2023-01-10,15.9,13.3,2.1,57.7
LIN,2023-01-01,8.7,7.4,2.5,8.8
LIN,2023-01-02,9.9,7.8,1.8,6.5
LIN,2023-01-03,10.1,8.2,11.0,4.6
LIN,2023-01-04,11.1,4.7,0.0,8.9
LIN,2023-01-05,12.8,4.4,0.0,14.8
LIN,2023-01-06,8.1,4.3,0.0,5.6
LIN,2023-01-07,8.4,6.2,0.4,8.4
LIN,2023-01-08,7.6,5.2,30.4,9.4
LIN,2023-01-09,10.6,5.9,2.2,18.2
LIN,2023-01-10,13.7,1.8,0.0,23.2
BHX,2023-01-01,9.9,7.2,1.4,29.9
BHX,2023-01-02,6.9,0.9,0.1,15.3
BHX,2023-01-03,11.6,0.6,2.9,31.4
BHX,2023-01-04,12.4,9.6,1.4,35.4
BHX,2023-01-05,11.9,8.1,0.1,32.8
BHX,2023-01-06,11.1,5.9,5.0,31.7
BHX,2023-01-07,11.1,6.3,12.8,35.9
BHX,2023-01-08,7.6,3.0,3.4,30.6
BHX,2023-01-09,6.8,3.0,0.0,25.8
BHX,2023-01-10,11.9,3.3,10.0,34.6
BOM,2023-01-01,27.3,16.4,0.0,18.4
BOM,2023-01-02,29.1,16.5,0.0,16.9
BOM,2023-01-03,29.1,17.0,0.0,19.0
BOM,2023-01-04,28.6,17.1,0.0,16.8
BOM,2023-01-05,29.8,19.4,0.0,14.8
BOM,2023-01-06,31.6,20.4,0.0,15.3
BOM,2023-01-07,32.0,22.4,0.0,16.7
BOM,2023-01-08,31.4,21.3,0.0,19.0
BOM,2023-01-09,30.7,18.9,0.0,18.7
BOM,2023-01-10,31.1,17.1,0.0,17.9
DPS,2023-01-01,29.8,25.9,2.2,22.7
DPS,2023-01-02,29.2,25.3,11.4,44.0
DPS,2023-01-03,28.3,26.2,8.5,39.3
DPS,2023-01-04,29.1,26.8,1.4,37.1
DPS,2023-01-05,28.3,25.4,7.2,37.6
DPS,2023-01-06,28.1,24.9,13.4,27.3
DPS,2023-01-07,29.1,26.1,2.6,26.0
DPS,2023-01-08,29.3,25.8,1.0,18.3
DPS,2023-01-09,29.0,25.1,3.6,18.1
DPS,2023-01-10,29.4,25.4,1.2,18.6
MNL,2023-01-01,28.9,23.6,5.0,15.3
MNL,2023-01-02,30.8,24.7,0.4,18.4
MNL,2023-01-03,28.8,24.1,9.7,20.0
MNL,2023-01-04,28.2,24.5,2.8,16.2
MNL,2023-01-05,27.8,24.5,9.5,19.9
MNL,2023-01-06,27.9,24.8,11.9,19.5
MNL,2023-01-07,28.9,24.5,0.2,26.3
MNL,2023-01-08,27.9,22.9,0.4,22.8
MNL,2023-01-09,29.9,21.6,0.0,17.7
MNL,2023-01-10,29.4,22.0,0.0,18.4
GIG,2023-01-01,29.3,22.0,11.3,10.0
GIG,2023-01-02,30.7,21.8,0.6,11.6
GIG,2023-01-03,33.2,23.0,5.0,20.0
GIG,2023-01-04,32.6,24.2,15.0,17.7
GIG,2023-01-05,26.7,22.6,10.1,20.1
GIG,2023-01-06,23.5,20.7,42.6,16.6
GIG,2023-01-07,23.1,19.7,15.4,10.6
GIG,2023-01-08,25.0,19.8,5.0,10.5
GIG,2023-01-09,25.8,21.2,23.1,10.0
GIG,2023-01-10,27.9,21.9,11.5,8.1
OPO,2023-01-01,14.7,11.2,69.2,40.0
OPO,2023-01-02,13.1,8.1,0.6,9.7
OPO,2023-01-03,13.8,6.6,0.0,13.9
OPO,2023-01-04,14.9,6.8,0.0,12.0
OPO,2023-01-05,14.7,6.7,0.0,14.9
OPO,2023-01-06,13.7,6.7,0.5,23.7
OPO,2023-01-07,14.6,11.4,51.7,35.3
OPO,2023-01-08,15.4,12.3,21.1,37.9
OPO,2023-01-09,13.9,9.7,0.2,12.2
OPO,2023-01-10,14.3,11.2,3.1,22.0
BGY,2023-01-01,9.5,7.6,2.1,9.2
BGY,2023-01-02,9.4,7.6,0.6,4.8
BGY,2023-01-03,9.4,7.9,9.0,6.6
BGY,2023-01-04,11.2,4.5,0.0,7.6
BGY,2023-01-05,11.2,3.4,0.0,9.5
BGY,2023-01-06,8.6,2.2,0.0,8.4
BGY,2023-01-07,7.8,3.3,0.0,6.8
BGY,2023-01-08,7.1,5.7,28.9,17.6
BGY,2023-01-09,9.0,4.9,9.5,17.8
BGY,2023-01-10,12.1,2.5,0.0,18.6
CPT,2023-01-01,33.3,16.1,0.0,34.6
CPT,2023-01-02,33.2,18.6,0.0,20.4
CPT,2023-01-03,29.1,14.9,1.7,36.9
CPT,2023-01-04,21.6,16.1,2.6,34.4
CPT,2023-01-05,21.2,15.9,0.0,41.9
CPT,2023-01-06,25.1,16.4,0.0,43.6
CPT,2023-01-07,28.2,15.6,0.0,34.7
CPT,2023-01-08,28.1,14.4,0.0,32.2
CPT,2023-01-09,28.3,15.4,0.2,21.2
CPT,2023-01-10,27.2,18.0,0.0,19.8
RIX,2023-01-01,7.2,1.8,11.4,21.3
RIX,2023-01-02,5.6,0.1,8.0,23.3
RIX,2023-01-03,8.2,1.4,2.3,39.3
RIX,2023-01-04,1.5,-0.2,1.8,25.4
RIX,2023-01-05,-0.1,-8.7,7.2,28.3
RIX,2023-01-06,-8.8,-12.1,0.0,20.2
RIX,2023-01-07,-8.6,-13.5,0.0,24.5
RIX,2023-01-08,-1.3,-8.1,0.0,28.4
RIX,2023-01-09,-0.4,-3.8,2.6,28.5
RIX,2023-01-10,2.2,-3.0,1.5,24.0
STR,2023-01-01,16.3,9.9,0.0,18.7
STR,2023-01-02,15.4,9.1,0.4,22.3
STR,2023-01-03,9.4,2.5,0.1,9.7
STR,2023-01-04,10.1,2.3,0.4,30.4
STR,2023-01-05,10.5,8.2,1.2,29.7
STR,2023-01-06,10.9,7.2,0.1,18.4
STR,2023-01-07,10.7,1.9,0.0,13.0
STR,2023-01-08,9.2,4.1,2.6,22.2
STR,2023-01-09,7.9,3.4,4.7,24.3
STR,2023-01-10,6.2,2.5,1.8,20.3
OTP,2023-01-01,13.4,3.5,0.0,13.2
OTP,2023-01-02,15.4,5.2,0.0,12.6
OTP,2023-01-03,13.9,4.3,0.0,11.5
OTP,2023-01-04,9.1,1.6,0.0,15.0
OTP,2023-01-05,9.8,2.0,0.0,22.0
OTP,2023-01-06,12.9,4.8,0.0,21.2
OTP,2023-01-07,8.6,-2.4,0.0,12.4
OTP,2023-01-08,6.8,-0.6,0.0,11.8
OTP,2023-01-09,8.6,2.0,0.0,10.7
OTP,2023-01-10,10.8,1.8,10.8,27.7
KRK,2023-01-01,14.4,6.5,0.0,20.6
KRK,2023-01-02,11.5,3.6,0.0,19.6
KRK,2023-01-03,9.9,0.7,0.1,21.7
KRK,2023-01-04,7.7,0.1,0.9,30.1
KRK,2023-01-05,9.5,4.9,7.4,34.6
KRK,2023-01-06,7.1,3.4,2.2,22.0
KRK,2023-01-07,9.2,0.1,0.2,18.9
KRK,2023-01-08,6.0,-2.0,0.0,12.2
KRK,2023-01-09,9.2,2.5,1.1,16.3
KRK,2023-01-10,5.4,3.8,14.0,16.5
PTY,2023-01-01,28.7,23.3,8.8,11.7
PTY,2023-01-02,28.5,23.4,8.9,13.4
PTY,2023-01-03,28.1,23.1,5.9,12.6
PTY,2023-01-04,30.4,22.3,0.1,15.8
PTY,2023-01-05,30.2,23.0,0.3,14.8
PTY,2023-01-06,30.9,23.0,1.2,13.6
PTY,2023-01-07,30.6,23.1,1.4,13.5
PTY,2023-01-08,29.2,23.8,1.4,14.8
PTY,2023-01-09,29.6,23.6,2.6,15.5
PTY,2023-01-10,28.3,23.3,5.4,13.8
KIX,2023-01-01,10.2,6.3,0.0,19.9
KIX,2023-01-02,9.6,3.6,0.1,21.1
KIX,2023-01-03,9.0,4.0,0.3,20.0
KIX,2023-01-04,8.9,6.2,0.0,25.8
KIX,2023-01-05,8.8,3.6,0.0,21.6
KIX,2023-01-06,9.4,3.2,0.0,15.0
KIX,2023-01-07,10.8,1.1,2.4,17.2
KIX,2023-01-08,10.6,5.6,0.0,18.5
KIX,2023-01-09,11.5,0.8,0.0,11.2
KIX,2023-01-10,9.1,4.4,0.9,23.1
HER,2023-01-01,15.9,9.1,1.1,11.0
HER,2023-01-02,16.4,8.7,2.5,11.2
HER,2023-01-03,16.0,8.1,0.0,8.0
HER,2023-01-04,16.9,6.0,0.0,16.3
HER,2023-01-05,17.0,9.6,0.3,14.3
HER,2023-01-06,17.8,8.4,0.0,15.0
HER,2023-01-07,16.8,9.2,0.2,9.3
HER,2023-01-08,16.1,8.4,0.0,15.5
HER,2023-01-09,16.5,9.6,0.0,12.6
HER,2023-01-10,18.0,10.1,5.8,32.1
HKT,2023-01-01,29.6,23.1,0.1,18.8
HKT,2023-01-02,30.0,23.5,0.0,18.4
HKT,2023-01-03,30.5,24.0,0.6,16.3
HKT,2023-01-04,30.5,24.3,0.5,16.0
HKT,2023-01-05,31.0,24.5,0.2,17.1
HKT,2023-01-06,29.9,24.0,4.4,13.5
HKT,2023-01-07,29.1,24.0,0.8,17.4
HKT,2023-01-08,28.9,23.1,2.7,13.7
HKT,2023-01-09,30.0,24.2,1.4,10.7
HKT,2023-01-10,29.7,24.0,1.5,12.7
IST,2023-01-01,14.0,2.3,0.0,7.6
IST,2023-01-02,12.1,2.0,0.0,13.8
IST,2023-01-03,10.9,1.8,0.0,18.4
IST,2023-01-04,10.9,4.0,0.8,16.9
IST,2023-01-05,13.4,7.2,0.0,15.5
IST,2023-01-06,13.8,6.6,0.6,20.2
IST,2023-01-07,12.6,3.5,0.0,10.2
IST,2023-01-08,11.3,1.9,0.0,11.4
IST,2023-01-09,10.9,1.5,0.0,16.3
IST,2023-01-10,13.4,5.2,0.2,24.2
SGN,2023-01-01,29.5,22.0,0.6,13.8
SGN,2023-01-02,32.4,22.4,2.3,12.6
SGN,2023-01-03,32.3,22.9,0.2,17.2
SGN,2023-01-04,31.7,23.2,0.3,20.5
SGN,2023-01-05,26.9,22.6,3.5,19.3
SGN,2023-01-06,28.0,20.9,20.3,18.9
SGN,2023-01-07,27.7,21.4,27.1,19.6
SGN,2023-01-08,27.0,20.8,0.5,9.3
SGN,2023-01-09,27.7,23.0,17.0,11.5
SGN,2023-01-10,26.3,23.0,14.2,18.7
CIA,2023-01-01,16.7,8.3,0.0,7.0
CIA,2023-01-02,16.0,8.6,0.5,12.8
CIA,2023-01-03,16.3,8.5,0.5,10.0
CIA,2023-01-04,14.7,8.1,0.0,11.0
CIA,2023-01-05,13.1,7.2,0.0,11.0
CIA,2023-01-06,15.0,8.5,0.3,12.4
CIA,2023-01-07,15.0,7.0,0.0,7.2
CIA,2023-01-08,15.0,8.0,0.6,21.3
CIA,2023-01-09,14.6,10.3,34.4,29.8
CIA,2023-01-10,13.2,4.9,0.0,24.6
NBO,2023-01-01,25.2,12.4,0.0,20.7
NBO,2023-01-02,24.0,12.4,0.6,21.3
NBO,2023-01-03,23.1,14.5,3.1,18.1
NBO,2023-01-04,23.4,14.1,1.7,19.5
NBO,2023-01-05,24.8,14.1,0.1,23.3
NBO,2023-01-06,27.1,11.4,0.0,17.1
NBO,2023-01-07,27.0,12.9,0.0,16.6
NBO,2023-01-08,26.5,13.2,0.4,17.8
NBO,2023-01-09,26.6,14.5,1.0,17.8
NBO,2023-01-10,25.5,13.2,0.4,19.3
FAO,2023-01-01,20.2,15.4,4.6,20.0
FAO,2023-01-02,17.2,10.3,7.9,14.3
FAO,2023-01-03,16.6,8.6,0.0,12.6
FAO,2023-01-04,17.9,10.9,0.0,16.3
FAO,2023-01-05,17.4,10.4,0.0,15.8
FAO,2023-01-06,17.2,7.9,0.0,8.7
FAO,2023-01-07,17.9,11.2,1.4,24.2
FAO,2023-01-08,18.5,16.4,4.9,29.5
FAO,2023-01-09,18.5,13.8,0.2,20.9
FAO,2023-01-10,17.5,11.9,0.0,12.7
AYT,2023-01-01,18.8,8.1,0.0,16.7
AYT,2023-01-02,20.0,7.5,0.0,18.2
AYT,2023-01-03,17.1,4.9,0.0,12.1
AYT,2023-01-04,17.0,4.8,0.0,17.0
AYT,2023-01-05,16.8,8.5,0.0,20.7
AYT,2023-01-06,17.7,8.4,0.0,13.7
AYT,2023-01-07,17.7,8.8,0.0,21.0
AYT,2023-01-08,17.5,7.5,0.0,15.5
AYT,2023-01-09,16.4,5.3,0.0,15.9
AYT,2023-01-10,14.7,7.9,15.0,24.1
BLQ,2023-01-01,10.9,5.7,0.0,7.8
BLQ,2023-01-02,9.0,5.8,0.0,6.7
BLQ,2023-01-03,8.6,6.1,0.0,6.1
BLQ,2023-01-04,11.5,6.4,0.0,8.8
BLQ,2023-01-05,11.4,5.3,0.0,7.9
BLQ,2023-01-06,9.1,4.2,0.0,9.5
